name,type_name,character_name,number,image_url
Ultraman Arc,Arc Eye Sword,ARC,SD03-006,https://img.ultraman-cardgame.com/images/card_details/e83a2e07b66d35f71c1a3a9408f4f9828c60bf51.webp
Ultraman Arc,Luna Armor,ARC,SD03-005,https://img.ultraman-cardgame.com/images/card_details/9bbbb9baa0717b85740d35a5124c355ca5c4d1a5.webp
Ultraman Arc,Solis Armor,ARC,SD03-004,https://img.ultraman-cardgame.com/images/card_details/4277f394951e6f9fb9d2735a43a00940873b014b.webp
Ultraman Arc,Galaxy Armor,ARC,SD03-003,https://img.ultraman-cardgame.com/images/card_details/ff45333b3b553dc50a7df97019d4221bcb323514.webp
Ultraman Arc,,ARC,SD03-002,https://img.ultraman-cardgame.com/images/card_details/7dcc18e8a198a19b3bcb82f1cc48c2c0d2f84590.webp
Ultraman Arc,,ARC,SD03-001,https://img.ultraman-cardgame.com/images/card_details/2fcd971633803ef2d07b4b4fb60649b0f108250e.webp
Ultraman Agul,Antimatter Beam,AGUL,(PR-111)BP04-045,https://img.ultraman-cardgame.com/images/card_details/92e9e762b0ae85ed9b977a546ac555b06457f168.webp
Ultraman Nexus,Junis,NEXUS,(PR-104)BP03-016,https://img.ultraman-cardgame.com/images/card_details/0ea06aa284a36bc59646746aeb59af4ddfa711fb.webp
The Battle for Dreams,,-,(PR-103)BP03-100,https://img.ultraman-cardgame.com/images/card_details/467ca97018d3a55ae77ad9af980e3413c2446faf.webp
Ultraman Belial,Giga Battlenizer,BELIAL,(PR-101)BP03-056,https://img.ultraman-cardgame.com/images/card_details/ca9e1185b0a13a9af63f85c11be360952328a715.webp
Ultraman Omega,,OMEGA,PR-076,https://img.ultraman-cardgame.com/images/card_details/d1ebf00979700eff0e485000ea32ef8e31664bb2.png
The Infinite PhantomJugglus Juggler,,JUGGLUS JUGGLER,(PR-074)BP03-069,https://img.ultraman-cardgame.com/images/card_details/5ad5c952bf51f3d60d96ba71c29254595fc61548.png
Labyrinth,,-,(PR-073)BP03-101,https://img.ultraman-cardgame.com/images/card_details/c7a92b5168114412ed8a659f14047ed7c0c7dd8b.png
Ultraman Ginga,,GINGA,(PR-070)BP03-008,https://img.ultraman-cardgame.com/images/card_details/8306b1692e4d13fe7cf7897d3c7738dfa01c0af0.png
Ultraman Decker,Strong Type,DECKER,(PR-087)BP03-049,https://img.ultraman-cardgame.com/images/card_details/6db17ce0efa4037a2f93a0f4aef45d262292ad4a.png
Ultraman Orb,Spacium Zeperion,ORB,(PR-072)BP03-025,https://img.ultraman-cardgame.com/images/card_details/3fc21b8b08c6ad7470eea2d4067e786dbee7da1b.png
Juggler Dies!,,-,(PR-071)BP03-109,https://img.ultraman-cardgame.com/images/card_details/73b255e1a59d07a4bb021fd037bf9b0b77ad0f92.png
Ultraman Geed,Magnificent,GEED,(PR-069)BP03-043,https://img.ultraman-cardgame.com/images/card_details/d1c97dfe9e4c49b48201b545594bc2d363186dd8.png
The Hallucination AlienAlien Metron,,ALIEN METRON,PR-046,https://img.ultraman-cardgame.com/images/card_details/1cbbafabfcf49037e89b72abc72c48218e730549.png
Ultraman Belial,,BELIAL,UR(02/02)BP03-059,https://img.ultraman-cardgame.com/images/card_details/c96456ebab39af8bdbaa2ed49522438ae8663bc3.webp
Ultraman Ginga,,GINGA,UR(01/02)BP03-007,https://img.ultraman-cardgame.com/images/card_details/1ffb278fcb02621f28cb3cc89adc022c16de78e6.webp
The Man who Created SKaRD,,-,ExPBP01-105,https://img.ultraman-cardgame.com/images/card_details/a80d8efa433dc04383cc48d96ec44efbf8b270a7.webp
Ultraman Belial,,BELIAL,SSSP(02/02)BP03-059,https://img.ultraman-cardgame.com/images/card_details/ad46935f06dfcb87d08571b0804069d9515ed17b.webp
Ultraman Ginga,,GINGA,SSSP(01/02)BP03-007,https://img.ultraman-cardgame.com/images/card_details/23f6661ec8397f3181a3348ce59514a11a9d16d3.webp
The Infinite Phantom Jugglus Juggler,,JUGGLUS JUGGLER,SP(05/05)BP03-069,https://img.ultraman-cardgame.com/images/card_details/574b2124c0b27b5d9ba69f38a90b7951732a5413.webp
Ultraman Belial,,BELIAL,SP(04/05)BP03-059,https://img.ultraman-cardgame.com/images/card_details/43be3700043c82ec9a7b3b99cfd6a63ecd7a64ab.webp
Ultraman Orb,Spacium Zeperion,ORB,SP(03/05)BP03-025,https://img.ultraman-cardgame.com/images/card_details/ebb2b5ad743c8446f845331810e278d444b2e6af.webp
Ultraman Nexus,Junis,NEXUS,SP(02/05)BP03-016,https://img.ultraman-cardgame.com/images/card_details/5dbfc8916ba1e1205ebdc459872418af1f1e86a2.webp
Ultraman Ginga,,GINGA,SP(01/05)BP03-007,https://img.ultraman-cardgame.com/images/card_details/49875402d140deb8ccfbb8438a17103fc52449eb.webp
Guil Arc,,GUIL ARC,AP(20/20)BP03-091,https://img.ultraman-cardgame.com/images/card_details/1772925ff44305799b80d4e2f2de9e622c9003fc.webp
Dark Lugiel,,DARK LUGIEL,AP(19/20)BP03-087,https://img.ultraman-cardgame.com/images/card_details/271fba7a522074624413502b6c50e4dc6046dd2b.webp
Dark Mephisto,,DARK MEPHISTO,AP(18/20)BP03-085,https://img.ultraman-cardgame.com/images/card_details/7f5e491a500e3f48c5955edb74137be0855c20d5.webp
The Infernal Warrior Kyrieloid II,,KYRIELOID,AP(17/20)BP03-081,https://img.ultraman-cardgame.com/images/card_details/3d7c97c67edf7c433c145bef213092c05c52a032.webp
The Space Monster Eleking,,ELEKING,AP(16/20)BP03-079,https://img.ultraman-cardgame.com/images/card_details/94020c475ad4d2f2e6c6d529bf850e19bc0f1128.webp
The Space Dinosaur Zetton,,ZETTON,AP(15/20)BP03-077,https://img.ultraman-cardgame.com/images/card_details/95195eba8b6eb91960ff9b7733139fcfdb620088.webp
The Ancient Monster Gomora,,GOMORA,AP(14/20)BP03-075,https://img.ultraman-cardgame.com/images/card_details/acdf8560877ac0515754b41c78c52adbc4f2e806.webp
The Space Ninja Alien Baltan,,ALIEN BALTAN,AP(13/20)BP03-073,https://img.ultraman-cardgame.com/images/card_details/4221b14a569cce2c9824b7dc867ac2a4d6142dd5.webp
The Infinite Phantom Jugglus Juggler,,JUGGLUS JUGGLER,AP(12/20)BP03-066,https://img.ultraman-cardgame.com/images/card_details/f3d8795a78cc2c23b52cbc865bf3dd3129d16187.webp
The Infinite Phantom Jugglus Juggler,,JUGGLUS JUGGLER,AP(11/20)BP03-063,https://img.ultraman-cardgame.com/images/card_details/db65bf4d011fe6bcc3ee8a8fee51e4ac17ab3223.webp
Ultraman Belial,Giga Battlenizer,BELIAL,AP(10/20)BP03-055,https://img.ultraman-cardgame.com/images/card_details/3faf231c8117114f9bb00a82b3c30e67fb1ac261.webp
Ultraman Belial,,BELIAL,AP(09/20)BP03-051,https://img.ultraman-cardgame.com/images/card_details/a2ae864486c9eced193bf7733f2945a16718271a.webp
Ultraman Geed,Magnificent,GEED,AP(08/20)BP03-042,https://img.ultraman-cardgame.com/images/card_details/370b6be0a19b27c7a484908a8e644bc366406b5f.webp
Ultraman Zero Beyond,,ZERO,AP(07/20)BP03-035,https://img.ultraman-cardgame.com/images/card_details/9b1d2d1e84523bf525c5e113dc6c371cb46e5316.webp
Ultraman Orb,,ORB,AP(06/20)BP03-022,https://img.ultraman-cardgame.com/images/card_details/922c6de54849d0e4b6401e0bfc0acced03a2f6b2.webp
Ultraman Orb,Spacium Zeperion,ORB,AP(05/20)BP03-019,https://img.ultraman-cardgame.com/images/card_details/d03bcadd4e2f9d26aa9087f63e23cb1320067433.webp
Ultraman Nexus,,NEXUS,AP(04/20)BP03-013,https://img.ultraman-cardgame.com/images/card_details/cdd60f9d7615c6ae9e647bc516226158aef75b99.webp
Ultraman Nexus,,NEXUS,AP(03/20)BP03-010,https://img.ultraman-cardgame.com/images/card_details/f4f178639e69d886c14f8f6f98d10cd9c5ddc014.webp
Ultraman Ginga,,GINGA,AP(02/20)BP03-004,https://img.ultraman-cardgame.com/images/card_details/fd29febe2f079d28e9808f539632d06aa1d4311e.webp
Ultraman Ginga,,GINGA,AP(01/20)BP03-001,https://img.ultraman-cardgame.com/images/card_details/14887796dd470730cf1b453474a9ee47e8cb1577.webp
The Man who Created SKaRD,,-,(BP03-Re)BP01-105,https://img.ultraman-cardgame.com/images/card_details/7081eee802f05c368c7bc2fadcd79f9c78fd56d1.png
Ultraman Arc the Movie: The Clash of Light and Evil,,-,BP03-110,https://img.ultraman-cardgame.com/images/card_details/6b9bdab5b2f6ba04479ca1718187cd38df0155e1.webp
Juggler Dies!,,-,BP03-109,https://img.ultraman-cardgame.com/images/card_details/0515c0d3a4b198a28e2e7c849f62afa58076644f.webp
The First Day of the End of the World,,-,BP03-108,https://img.ultraman-cardgame.com/images/card_details/2ddcd4e0871600a4f823b034456f2fed95cfc982.webp
The Geed Identity,,-,BP03-107,https://img.ultraman-cardgame.com/images/card_details/c0f3def29fe482a03dc2e295ffed348dae8eef2b.webp
Man and Monster,,-,BP03-106,https://img.ultraman-cardgame.com/images/card_details/aa4fe034537e561852b4fcfe4b11e9b3ef3feb8a.webp
Live Coverage! The Monster Transport Operation,,-,BP03-105,https://img.ultraman-cardgame.com/images/card_details/cc7d5f1c809adeb7e9ee62caf8109774ea54d6d0.webp
My Name,,-,BP03-104,https://img.ultraman-cardgame.com/images/card_details/0cc44c0a1857e25aac651fdfc268e9793e264b3f.webp
Going Beyond Fate,,-,BP03-103,https://img.ultraman-cardgame.com/images/card_details/042951f750d1c246f2a0a614f61d138338049c84.webp
The Sunset Wanderer,,-,BP03-102,https://img.ultraman-cardgame.com/images/card_details/3d65d3147be772f7d510e656d8346ed4b840a279.webp
Labyrinth,,-,BP03-101,https://img.ultraman-cardgame.com/images/card_details/33d9aa5660f7a0901b75e49f0abeec4323a9941b.webp
The Battle for Dreams,,-,BP03-100,https://img.ultraman-cardgame.com/images/card_details/394d52033105e20c8d6395768949d611eceea4eb.webp
Guil Arc,Galaxy Armor,GUIL ARC,BP03-099,https://img.ultraman-cardgame.com/images/card_details/4f397ce2e68078988dd41622b2cc330091f58db7.webp
Guil Arc,Arc Galaxer,GUIL ARC,BP03-098,https://img.ultraman-cardgame.com/images/card_details/53c7c2a8294ba5743b4a02aa7f54c92ffa5b94be.webp
Guil Arc,Galaxy Armor,GUIL ARC,BP03-097,https://img.ultraman-cardgame.com/images/card_details/9e391351d333d048caaecb553b0d7150bcc5518c.webp
Guil Arc,,GUIL ARC,BP03-096,https://img.ultraman-cardgame.com/images/card_details/92dcc9a5918cef49e760f8fa5a7c33edfa11f90b.webp
Guil Arc,,GUIL ARC,BP03-095,https://img.ultraman-cardgame.com/images/card_details/fe1a00239a87ef968fc926589485bf13121cd85b.webp
Guil Arc,Galaxy Armor,GUIL ARC,BP03-094,https://img.ultraman-cardgame.com/images/card_details/77a4e1e39efe9c5bcd4903241a8fee5930f1acb6.webp
Guil Arc,,GUIL ARC,BP03-093,https://img.ultraman-cardgame.com/images/card_details/32197b6203bb204591ee18f7daaf959614ac6169.webp
Guil Arc,,GUIL ARC,BP03-092,https://img.ultraman-cardgame.com/images/card_details/84caaa0619b70aab534de0ad9e229434e3356bb1.webp
Guil Arc,,GUIL ARC,BP03-091,https://img.ultraman-cardgame.com/images/card_details/e195b5103d18e4cd58c439d730361bd11db6d14e.webp
The Belial Fusion Monster Pedanium Zetton,,PEDANIUM ZETTON,BP03-090,https://img.ultraman-cardgame.com/images/card_details/626e482f76e5d3b888511813f19aeebfe450fc76.webp
The Belial Fusion Monster Thunder Killer,,THUNDER KILLER,BP03-089,https://img.ultraman-cardgame.com/images/card_details/9b8061af2f56ebe7e2b49d11b5e0c478f355dc7f.webp
The Belial Fusion Monster Skull Gomora,,SKULL GOMORA,BP03-088,https://img.ultraman-cardgame.com/images/card_details/115068c4096f239ac3c0d686d1c3ee4fde0e5871.webp
Dark Lugiel,,DARK LUGIEL,BP03-087,https://img.ultraman-cardgame.com/images/card_details/4d0f5b2e7854cd848197e53619d332bf8d9c5807.webp
Dark Lugiel,,DARK LUGIEL,BP03-086,https://img.ultraman-cardgame.com/images/card_details/cbfd825ea7bafbec05d2ec9a80d61d0dffad7f2f.webp
Dark Mephisto,,DARK MEPHISTO,BP03-085,https://img.ultraman-cardgame.com/images/card_details/b02dc0d87ecbb4f3a1a8b7b3504ee496cdd38255.webp
Dark Mephisto,,DARK MEPHISTO,BP03-084,https://img.ultraman-cardgame.com/images/card_details/75251b789ae3f3a14342f24d6463b8345b661d0f.webp
The Infernal Warrior Kyrieloid II,,KYRIELOID,BP03-083,https://img.ultraman-cardgame.com/images/card_details/c9d554834c3dc7dfefdfd7370fe454cd255670a6.webp
The Infernal Warrior Kyrieloid II,,KYRIELOID,BP03-082,https://img.ultraman-cardgame.com/images/card_details/75a70888d0642b4a7ce8609c945d72738e4cd673.webp
The Infernal Warrior Kyrieloid II,,KYRIELOID,BP03-081,https://img.ultraman-cardgame.com/images/card_details/1cab2ace85c28e8db8372f80da3c507626ca5a96.webp
The Infernal Warrior Kyrieloid,,KYRIELOID,BP03-080,https://img.ultraman-cardgame.com/images/card_details/b829c9e44aed540e8d11d906cc263b4ffd785993.webp
The Space Monster Eleking,,ELEKING,BP03-079,https://img.ultraman-cardgame.com/images/card_details/539484c9e1c07e54ea1253ea37e16f623dae0c21.webp
The Space Monster Eleking,,ELEKING,BP03-078,https://img.ultraman-cardgame.com/images/card_details/4bc847b07045d7b122f3e794e6de40ade7108822.webp
The Space Dinosaur Zetton,,ZETTON,BP03-077,https://img.ultraman-cardgame.com/images/card_details/392b65b8b3a4f7c839b93fb9d2974814f5dcdf53.webp
The Space Dinosaur Zetton,,ZETTON,BP03-076,https://img.ultraman-cardgame.com/images/card_details/0c33e1565032591796ec84fce0df7ab9a1247389.webp
The Ancient Monster Gomora,,GOMORA,BP03-075,https://img.ultraman-cardgame.com/images/card_details/da8fff0c1597afeaba7fba244b6f03210c5049a4.webp
The Ancient Monster Gomora,,GOMORA,BP03-074,https://img.ultraman-cardgame.com/images/card_details/8789e76d64be1bb8975c5ec5355a90bc55fefe9b.webp
The Space Ninja Alien Baltan,,ALIEN BALTAN,BP03-073,https://img.ultraman-cardgame.com/images/card_details/43cbe9cd27f6908308f0d977771c421454e66032.webp
The Space Ninja Alien Baltan,,ALIEN BALTAN,BP03-072,https://img.ultraman-cardgame.com/images/card_details/b30bf9604387eb971f439e6b31958191e90bd0eb.webp
The Infinite Phantom Jugglus Juggler,,JUGGLUS JUGGLER,BP03-071,https://img.ultraman-cardgame.com/images/card_details/9b005fdf9e672090ee0f00d05d40daea603162b6.webp
The Infinite Phantom Jugglus Juggler,,JUGGLUS JUGGLER,BP03-070,https://img.ultraman-cardgame.com/images/card_details/3d4a705ee205da718b86200428299a6636ea3752.webp
The Infinite Phantom Jugglus Juggler,,JUGGLUS JUGGLER,BP03-069,https://img.ultraman-cardgame.com/images/card_details/ee0668baaa57d8fa522005f5e3b3ca45c675ebf8.webp
The Infinite Phantom Jugglus Juggler,,JUGGLUS JUGGLER,BP03-068,https://img.ultraman-cardgame.com/images/card_details/ca667bba57cad10e185d07906fb3c11e122cb07c.webp
The Infinite Phantom Jugglus Juggler,,JUGGLUS JUGGLER,BP03-067,https://img.ultraman-cardgame.com/images/card_details/bc92095e0a1e201e6f26f1034713c0fd3377bbaf.webp
The Infinite Phantom Jugglus Juggler,,JUGGLUS JUGGLER,BP03-066,https://img.ultraman-cardgame.com/images/card_details/0c0e0319295d1d455de603c4d7259e82124eb174.webp
The Infinite Phantom Jugglus Juggler,,JUGGLUS JUGGLER,BP03-065,https://img.ultraman-cardgame.com/images/card_details/7b22293e0c76c7fcc6d171772c7c94daa602696e.webp
The Infinite Phantom Jugglus Juggler,,JUGGLUS JUGGLER,BP03-064,https://img.ultraman-cardgame.com/images/card_details/cc7c0b95c481064f767db018522da724555db35b.webp
The Infinite Phantom Jugglus Juggler,,JUGGLUS JUGGLER,BP03-063,https://img.ultraman-cardgame.com/images/card_details/a46ada4863ee5284277160a89da70c8665cafde7.webp
Ultraman Belial,,BELIAL,BP03-062,https://img.ultraman-cardgame.com/images/card_details/9fcd85c9d4b53897ec0c13f5f42228ae796483c0.webp
Ultraman Belial,,BELIAL,BP03-061,https://img.ultraman-cardgame.com/images/card_details/c5da102f74a57975d03cc2e092092588c2d97892.webp
Ultraman Belial,,BELIAL,BP03-060,https://img.ultraman-cardgame.com/images/card_details/b5356262fd8bb86ef1fc9f5f735b7e7d732eca8f.webp
Ultraman Belial,,BELIAL,BP03-059,https://img.ultraman-cardgame.com/images/card_details/267071ba5ad250046fef87215d755031ccdda5e2.webp
Ultraman Belial,,BELIAL,BP03-058,https://img.ultraman-cardgame.com/images/card_details/e422498cab9d872a1895e43655faac36e3dce336.webp
Ultraman Belial,,BELIAL,BP03-057,https://img.ultraman-cardgame.com/images/card_details/811480434c779b99c9028a44be7a0ef608d9f48b.webp
Ultraman Belial,Giga Battlenizer,BELIAL,BP03-056,https://img.ultraman-cardgame.com/images/card_details/150050d789d6d49887b9fcc087a60401d5f654eb.webp
Ultraman Belial,Giga Battlenizer,BELIAL,BP03-055,https://img.ultraman-cardgame.com/images/card_details/11c0b9b3e4df003aeac2acdec8c0dfd52a64740f.webp
Ultraman Belial,,BELIAL,BP03-054,https://img.ultraman-cardgame.com/images/card_details/66dd0ab84deec728f65367de4c3d4d4c45850792.webp
Ultraman Belial,,BELIAL,BP03-053,https://img.ultraman-cardgame.com/images/card_details/a8bf84211929d6ea0d001af049cb15a9e7b2406a.webp
Ultraman Belial,,BELIAL,BP03-052,https://img.ultraman-cardgame.com/images/card_details/a7c8f4d9c067d5028b05054f589f293dbb336e58.webp
Ultraman Belial,,BELIAL,BP03-051,https://img.ultraman-cardgame.com/images/card_details/cd025b7cc4b035d4d2d1ce54c9008d36cf9f12f2.webp
Ultraman Decker,Flash Type,DECKER,BP03-050,https://img.ultraman-cardgame.com/images/card_details/86e8df19ef18bbf72fb06e007e73e17b30430c32.webp
Ultraman Decker,Strong Type,DECKER,BP03-049,https://img.ultraman-cardgame.com/images/card_details/2d2153398f1c0bf2e3eed2c364a49f91aa463015.webp
Ultraman Decker,Miracle Type,DECKER,BP03-048,https://img.ultraman-cardgame.com/images/card_details/fc63d28acdf02a40e9f4fa2c72052d7dc279ad26.webp
Ultraman Z,Gamma Future,Z,BP03-047,https://img.ultraman-cardgame.com/images/card_details/127c4d1568f945d42295e7b00d6d7716c5b733e1.webp
Ultraman Z ,Beta Crescent Slash,Z,BP03-046,https://img.ultraman-cardgame.com/images/card_details/c735a8da38352acf06353a5cb70c22ffce3db810.webp
Ultraman Z,Alpha Edge,Z,BP03-045,https://img.ultraman-cardgame.com/images/card_details/df48e8e3d3da7fe982e8223e2e8db26e9df433e7.webp
Ultraman Geed,Magnificent,GEED,BP03-044,https://img.ultraman-cardgame.com/images/card_details/be53daffa3382e53cb5dd8c6abc063e10b3b23e6.webp
Ultraman Geed,Magnificent,GEED,BP03-043,https://img.ultraman-cardgame.com/images/card_details/696c283ae2e72bc4d4df4ee32afdcb721b9e9041.webp
Ultraman Geed,Magnificent,GEED,BP03-042,https://img.ultraman-cardgame.com/images/card_details/43ea0e0631bbe7f63967d293e297048f35055433.webp
Ultraman Geed,Solid Burning,GEED,BP03-041,https://img.ultraman-cardgame.com/images/card_details/ad695c48f039a7a3a603ca017d99948bc7ff6d7b.webp
Ultraman Geed,Acro Smasher,GEED,BP03-040,https://img.ultraman-cardgame.com/images/card_details/23f95a5ac979b990925d4157890d82f7333590ce.webp
Ultraman Geed,Primitive,GEED,BP03-039,https://img.ultraman-cardgame.com/images/card_details/cee56cfcc7c944451da1673a299270ff08f83acc.webp
Ultraman Geed,Primitive,GEED,BP03-038,https://img.ultraman-cardgame.com/images/card_details/5a246763ad9cdafbbb4bb3dbc38e735d919cec03.webp
Ultraman Zero,,ZERO,BP03-037,https://img.ultraman-cardgame.com/images/card_details/20d8f85dd3224dd3ee765c7e98e0c6e12ace9700.webp
Ultraman Zero Beyond,,ZERO,BP03-036,https://img.ultraman-cardgame.com/images/card_details/8b48433160e243bc9cff4bb91177086171b632fa.webp
Ultraman Zero Beyond,,ZERO,BP03-035,https://img.ultraman-cardgame.com/images/card_details/5242b17c695a17ee99b114479095c50011ca7ceb.webp
Ultraman Zero,,ZERO,BP03-034,https://img.ultraman-cardgame.com/images/card_details/2fdcd9b78201a558f35ccb2a7321b4986d61522d.webp
Ultraman Zero Beyond,,ZERO,BP03-033,https://img.ultraman-cardgame.com/images/card_details/c56cf2355c879f0db98cd880954b0b08795474d7.webp
Ultraman Zero Beyond,,ZERO,BP03-032,https://img.ultraman-cardgame.com/images/card_details/5102e1d4527cef3c0772deadfa7673ec2401e323.webp
Ultraman Zero,,ZERO,BP03-031,https://img.ultraman-cardgame.com/images/card_details/8de3ad0106685f4b4d1a2abd5770d914672dea66.webp
Ultraman Mebius,Mebium Knight Blade,MEBIUS,BP03-030,https://img.ultraman-cardgame.com/images/card_details/12c544920094801c07c548491020888aefa61804.webp
Ultraman Mebius,,MEBIUS,BP03-029,https://img.ultraman-cardgame.com/images/card_details/b39c0963b8608bb90e65e5097a1b5a009c36a1ce.webp
Ultraman Mebius,,MEBIUS,BP03-028,https://img.ultraman-cardgame.com/images/card_details/5916563d97ff8eb2a5645ca4cc7fbe42a4b0d06e.webp
Ultraman Orb,Burnmite,ORB,BP03-027,https://img.ultraman-cardgame.com/images/card_details/b898ecb00aab158d8a29d71996a4b7b4cbadd9ae.webp
Ultraman Orb,Hurricane Slash,ORB,BP03-026,https://img.ultraman-cardgame.com/images/card_details/1b64a3f7bbb4a7e759edffe119892943711de4dd.webp
Ultraman Orb,Spacium Zeperion,ORB,BP03-025,https://img.ultraman-cardgame.com/images/card_details/ad1544f0610b12b67211ae191b623b2e2a48d5f8.webp
Ultraman Orb,Hurricane Slash,ORB,BP03-024,https://img.ultraman-cardgame.com/images/card_details/f45831ae43b901c5868b1e224719e855f6b2fee9.webp
Ultraman Orb,Burnmite,ORB,BP03-023,https://img.ultraman-cardgame.com/images/card_details/9a877c0b842ccaa3653540537dedc11b5b87bb56.webp
Ultraman Orb,,ORB,BP03-022,https://img.ultraman-cardgame.com/images/card_details/f4d0ada0c4827dd64f2c19cb545f411907859520.webp
Ultraman Orb,Spacium Zeperion,ORB,BP03-021,https://img.ultraman-cardgame.com/images/card_details/a59fcd2650c9bae22f5debccd92184e97d9eaff4.webp
Ultraman Orb,Spacium Zeperion,ORB,BP03-020,https://img.ultraman-cardgame.com/images/card_details/08f6d6295dff979a09689a4c0a86282123ce37f6.webp
Ultraman Orb,Spacium Zeperion,ORB,BP03-019,https://img.ultraman-cardgame.com/images/card_details/aa38cb666567c01fd43487da79480be8569992bb.webp
Ultraman Nexus,Junis,NEXUS,BP03-018,https://img.ultraman-cardgame.com/images/card_details/05530ab9dda274022232b94b432a132570f74a60.webp
Ultraman Nexus,Junis,NEXUS,BP03-017,https://img.ultraman-cardgame.com/images/card_details/3cb346b93c84f82642c44f76382f211457b71455.webp
Ultraman Nexus,Junis,NEXUS,BP03-016,https://img.ultraman-cardgame.com/images/card_details/aab8b242c07ed75bfbe0944c697aeb5fe113d9bf.webp
Ultraman Nexus,Junis,NEXUS,BP03-015,https://img.ultraman-cardgame.com/images/card_details/9a7b1071b9ca84ca3facb04802ddf19b5dcfdeff.webp
Ultraman Nexus,Junis,NEXUS,BP03-014,https://img.ultraman-cardgame.com/images/card_details/183c60b3734f252660c7dc41979620a10cf26d30.webp
Ultraman Nexus,,NEXUS,BP03-013,https://img.ultraman-cardgame.com/images/card_details/ee8d14b30d0011070dcd5e4d986bfd4a6e9f6b0c.webp
Ultraman Nexus,Anphans,NEXUS,BP03-012,https://img.ultraman-cardgame.com/images/card_details/89cde030a36add5da68109c24100b8aa3bd78226.webp
Ultraman Nexus,Anphans,NEXUS,BP03-011,https://img.ultraman-cardgame.com/images/card_details/78e63c082dab4b93507020f9e188c2ef88f35b4f.webp
Ultraman Nexus,,NEXUS,BP03-010,https://img.ultraman-cardgame.com/images/card_details/8ab67c45e1e84d00c23094587b320bfd0851c627.webp
Ultraman Ginga,,GINGA,BP03-009,https://img.ultraman-cardgame.com/images/card_details/225cdcb554e8b7cec9b94cd91672cfa9910a8e30.webp
Ultraman Ginga,,GINGA,BP03-008,https://img.ultraman-cardgame.com/images/card_details/2b43e071fff5c7cdc8ba2f456ce2ece35c73ce52.webp
Ultraman Ginga,,GINGA,BP03-007,https://img.ultraman-cardgame.com/images/card_details/d6a64e80b381e6adb70b644bca4a4729e5586a0f.webp
Ultraman Ginga,,GINGA,BP03-006,https://img.ultraman-cardgame.com/images/card_details/c4080c50162eb8b1c507acd001dbb99c510259cb.webp
Ultraman Ginga,,GINGA,BP03-005,https://img.ultraman-cardgame.com/images/card_details/b4abcb567173dca8de709958071fbf6cd7c6d7fc.webp
Ultraman Ginga,,GINGA,BP03-004,https://img.ultraman-cardgame.com/images/card_details/b97806033e7cbddf84b03b1e76b3ad499b4553a9.webp
Ultraman Ginga,,GINGA,BP03-003,https://img.ultraman-cardgame.com/images/card_details/4e997e9eb6ff9ced488d9d6d933242dd1ae26e5d.webp
Ultraman Ginga,,GINGA,BP03-002,https://img.ultraman-cardgame.com/images/card_details/cc42ee248ec10650d40504430fe2783183042210.webp
Ultraman Ginga,,GINGA,BP03-001,https://img.ultraman-cardgame.com/images/card_details/d4d9673159abc10585b9b16508eb06c0ab8d6b99.webp
Ultraman Blu,Aqua,BLU,(PR-056)BP02-035,https://img.ultraman-cardgame.com/images/card_details/74aa086b3c0d03ed2b033ea34ebc8cde9a944625.png
The Wandering Future,,-,(PR-055)BP02-105,https://img.ultraman-cardgame.com/images/card_details/20ffad3850e7380e8677bc0469f7dfe7e23a424e.png
Ultraman Decker,Miracle Type,DECKER,PR-052,https://img.ultraman-cardgame.com/images/card_details/0cafc7be2babe636faff3ae89529a29a0afc36be.png
The Space MonsterEleking,,ELEKING,(PR-086)BP03-079,https://img.ultraman-cardgame.com/images/card_details/b9d5dbec939187c6896913b1e854e78ff316ea44.png
The Space DinosaurZetton,,ZETTON,(PR-085)BP03-077,https://img.ultraman-cardgame.com/images/card_details/2820253ce627afd211b82471aa9095f0e48fde5b.png
The Ancient MonsterGomora,,GOMORA,(PR-084)BP03-075,https://img.ultraman-cardgame.com/images/card_details/bac95e5cd6374236bcb079cda6e82ff302ef41dd.png
Ultraman Belial,Giga Battlenizer,BELIAL,(PR-083)BP03-055,https://img.ultraman-cardgame.com/images/card_details/f41c18aa655e9ab94227ed4d83f5d4422bf4bc44.png
Guil Arc,,GUIL ARC,(PR-082)BP02-098,https://img.ultraman-cardgame.com/images/card_details/539687104af29b61d07f8ec0658480cee2e2c3f4.png
The Space SwordsmanZamsher,,ZAMSHER,(PR-081)BP02-094,https://img.ultraman-cardgame.com/images/card_details/9f8790ed52cb0f15cc7039e9a5e5b0829de9d1f6.png
Ultraman Blazar,Rainbow Slash,BLAZAR,(PR-080)BP02-083,https://img.ultraman-cardgame.com/images/card_details/7b4ec05905141a661922c5def371196a9a0717a1.png
Ultraman Agul,,AGUL,(PR-079)BP02-058,https://img.ultraman-cardgame.com/images/card_details/1b089994f4140c7dca1d346ba3d8b3b9c21d1d79.png
Ultraman Dyna,Revolium Wave,DYNA,(PR-078)BP02-052,https://img.ultraman-cardgame.com/images/card_details/bb2743d0f86265b81c155e777e5cf2c7f0eed4aa.png
Ultraman Rosso,,ROSSO,(PR-077)BP02-019,https://img.ultraman-cardgame.com/images/card_details/3b8c49e9b4147c85d99ce504be24843bc37b5e9f.png
